
0.0.0	0.63.*	山东省济南市
197.92.0	197.94.*	天津市河北区
197.95.0	197.95.*	天津市滨海新区
197.96.0	197.101.*	天津市红桥区
197.102.0	197.102.*	天津市和平区
197.103.0	197.104.*	天津市红桥区
197.105.0	197.105.*	天津市
197.106.0	197.112.*	天津市河北区
197.113.0	197.121.*	天津市
197.122.0	197.125.*	天津市北辰区
197.126.0	197.140.6	天津市
197.140.7	197.140.7	天津市宝坻区
197.140.8	197.141.*	天津市
197.142.0	197.148.*	天津市滨海新区
197.149.0	197.151.*	天津市
197.152.0	197.155.*	天津市南开区
197.156.0	197.170.*	天津市滨海新区
197.171.0	197.191.*	天津市
197.192.0	197.192.*	天津市蓟县
197.193.0	197.199.*	天津市
197.200.0	197.201.*	天津市南开区
197.202.0	197.202.*	天津市武清区
197.203.0	197.203.*	天津市蓟县
197.204.0	197.204.*	天津市南开区
197.205.0	197.205.*	天津市蓟县
197.206.0	197.207.*	天津市南开区
197.208.0	197.208.*	天津市武清区
197.209.0	197.223.*	天津市南开区
197.224.0	197.234.*	天津市河西区
197.235.0	197.235.*	天津市和平区
197.236.0	197.236.*	天津市河北区
197.237.0	197.253.*	天津市河西区
197.254.0	198.1.*	天津市河北区
198.2.0	198.2.*	天津市河西区
198.3.0	198.3.*	天津市红桥区
198.4.0	198.10.*	天津市河西区
198.11.0	198.14.*	天津市
198.15.0	198.15.*	天津市河北区
198.16.0	198.16.*	天津市
198.17.0	198.17.*	天津市南开区
198.18.0	198.18.*	天津市河北区
198.19.0	198.23.*	天津市
198.24.0	198.24.*	天津市津南区
198.25.0	198.29.*	天津市
198.30.0	198.30.*	天津市武清区
198.31.0	198.31.*	天津市
198.32.0	198.32.*	天津市蓟县
198.33.0	198.33.*	天津市滨海新区
198.34.0	198.39.*	天津市
198.40.0	198.40.*	天津市南开区
198.41.0	198.45.*	天津市津南区
198.46.0	198.57.*	天津市
198.58.0	198.58.*	天津市河东区
198.59.0	198.63.*	天津市
198.64.0	198.64.*	天津市河西区
198.65.0	198.65.*	天津市河东区
198.66.0	198.72.*	天津市武清区
198.73.0	198.79.*	天津市南开区
198.80.0	198.84.*	天津市红桥区
198.85.0	198.86.*	天津市武清区
198.87.0	198.87.*	天津市南开区
198.88.0	198.101.*	天津市滨海新区
198.102.0	198.103.*	天津市河西区
198.104.0	198.104.*	天津市和平区
198.105.0	198.113.*	天津市河西区
198.114.0	198.119.*	天津市
198.120.0	198.120.*	天津市红桥区
198.121.0	198.127.*	天津市
198.128.0	198.133.*	天津市滨海新区
198.134.0	198.134.*	天津市红桥区
198.135.0	198.143.*	天津市滨海新区
198.144.0	198.149.*	天津市
198.150.0	198.150.*	天津市河北区
198.151.0	198.158.*	天津市
198.159.0	198.161.*	天津市滨海新区
198.162.0	198.191.*	天津市
198.192.0	198.196.*	天津市河西区
198.197.0	198.197.*	天津市和平区
198.198.0	198.206.*	天津市红桥区
198.207.0	198.207.*	天津市河西区
198.208.0	198.211.*	天津市
198.212.0	198.212.*	天津市河西区
198.213.0	198.217.*	天津市
198.218.0	198.218.*	天津市南开区
198.219.0	198.223.*	天津市
198.224.0	198.226.*	天津市河北区
198.227.0	198.227.*	天津市南开区
198.228.0	198.228.*	天津市河东区
198.229.0	198.229.*	天津市河北区
198.230.0	198.230.*	天津市河西区
198.231.0	198.234.*	天津市河北区
198.235.0	198.235.*	天津市北辰区
198.236.0	198.238.*	天津市河北区
198.239.0	198.239.*	天津市南开区
198.240.0	198.240.*	天津市北辰区
198.241.0	198.*.*	天津市
199.0.0	199.3.1	宁夏
199.3.2	199.3.2	宁夏固原市
199.3.3	199.3.*	宁夏
199.4.0	199.15.53	宁夏银川市
199.15.54	199.15.54	宁夏吴忠市
199.15.55	199.15.113	宁夏银川市
199.15.114	199.15.114	宁夏中卫市
199.15.115	199.15.133	宁夏银川市
199.15.134	199.15.134	宁夏吴忠市
199.15.135	199.15.161	宁夏银川市
199.15.162	199.15.162	宁夏石嘴山市
199.15.163	199.15.169	宁夏银川市
199.15.170	199.15.170	宁夏吴忠市
199.15.171	199.15.173	宁夏银川市
199.15.174	199.15.174	宁夏吴忠市
199.15.175	199.15.221	宁夏银川市
199.15.222	199.15.222	宁夏中卫市
199.15.223	199.15.229	宁夏银川市
199.15.230	199.15.230	宁夏固原市
199.15.231	199.15.233	宁夏银川市
199.15.234	199.15.234	宁夏中卫市
199.15.235	199.47.*	宁夏银川市
199.48.0	199.48.*	宁夏吴忠市
199.49.0	199.127.*	宁夏银川市
199.128.0	199.139.*	内蒙古呼和浩特市
199.140.0	199.150.72	内蒙古包头市
199.150.73	199.150.73	内蒙古包头市青山区
199.150.74	199.150.*	内蒙古包头市
199.151.0	199.151.*	内蒙古乌海市
199.152.0	199.162.*	内蒙古赤峰市
199.163.0	199.169.*	内蒙古呼伦贝尔市
199.170.0	199.170.*	内蒙古满洲里市
199.171.0	199.172.*	内蒙古兴安盟
199.173.0	199.173.*	内蒙古乌兰浩特市
199.174.0	199.174.136	内蒙古兴安盟
199.174.137	199.174.137	内蒙古乌兰浩特市
199.174.138	199.176.19	内蒙古兴安盟
199.176.20	199.176.20	内蒙古乌兰浩特市
199.176.21	199.176.109	内蒙古兴安盟
199.176.110	199.176.110	内蒙古
199.176.111	199.177.1	内蒙古兴安盟
199.177.2	199.177.2	内蒙古乌兰浩特市
199.177.3	199.177.9	内蒙古兴安盟
199.177.10	199.177.12	内蒙古乌兰浩特市
199.177.13	199.177.17	内蒙古兴安盟
199.177.18	199.177.19	内蒙古乌兰浩特市
199.177.20	199.177.33	内蒙古兴安盟
199.177.34	199.177.34	内蒙古乌兰浩特市
199.177.35	199.179.*	内蒙古兴安盟
199.180.0	199.184.142	内蒙古通辽市
199.184.143	199.184.143	内蒙古通辽市霍林郭勒市
199.184.144	199.189.*	内蒙古通辽市
199.190.0	199.190.40	内蒙古二连浩特市
199.190.41	199.190.41	内蒙古锡林浩特市
199.190.42	199.191.25	内蒙古二连浩特市
199.191.26	199.191.26	内蒙古锡林浩特市
199.191.27	199.192.*	内蒙古二连浩特市
199.193.0	199.199.*	内蒙古鄂尔多斯市
199.200.0	199.205.*	内蒙古巴彦淖尔市
199.206.0	199.206.*	内蒙古乌兰察布市
199.207.0	199.207.*	内蒙古巴彦淖尔市
199.208.0	199.223.*	澳大利亚
199.224.0	199.*.*	海南省
200.0.0	200.1.*	辽宁省沈阳市皇姑区
200.2.0	200.2.*	辽宁省沈阳市和平区
200.3.0	200.3.87	辽宁省沈阳市皇姑区
200.3.88	200.3.88	辽宁省沈阳市
200.3.89	200.3.*	辽宁省沈阳市皇姑区
200.4.0	200.13.*	辽宁省沈阳市
200.14.0	200.15.*	辽宁省沈阳市皇姑区
200.16.0	200.16.*	辽宁省沈阳市
200.17.0	200.19.*	辽宁省沈阳市沈河区
200.20.0	200.20.*	辽宁省沈阳市
200.21.0	200.21.*	辽宁省沈阳市和平区
200.22.0	200.23.*	辽宁省沈阳市
200.24.0	200.24.*	辽宁省沈阳市东陵区
200.25.0	200.25.234	辽宁省沈阳市
200.25.235	200.25.235	辽宁省沈阳市大东区
200.25.236	200.27.68	辽宁省沈阳市
200.27.69	200.27.69	辽宁省沈阳市皇姑区
200.27.70	200.28.*	辽宁省沈阳市
200.29.0	200.29.*	辽宁省沈阳市于洪区
200.30.0	200.32.214	辽宁省沈阳市
200.32.215	200.32.215	辽宁省沈阳市铁西区
200.32.216	200.33.*	辽宁省沈阳市
200.34.0	200.34.*	辽宁省沈阳市铁西区
200.35.0	200.41.*	辽宁省沈阳市
200.42.0	200.42.*	辽宁省沈阳市和平区
200.43.0	200.48.*	辽宁省沈阳市
200.49.0	200.52.*	辽宁省沈阳市沈河区
200.53.0	200.54.*	辽宁省沈阳市
200.55.0	200.55.*	辽宁省沈阳市皇姑区
200.56.0	200.57.*	辽宁省沈阳市大东区
200.58.0	200.61.*	辽宁省沈阳市
200.62.0	200.62.*	辽宁省沈阳市和平区
200.63.0	200.83.208	辽宁省沈阳市
200.83.209	200.83.209	辽宁省沈阳市于洪区
200.83.210	200.84.219	辽宁省沈阳市
200.84.220	200.84.220	辽宁省沈阳市沈河区
200.84.221	200.87.*	辽宁省沈阳市
200.88.0	200.91.*	辽宁省沈阳市大东区
200.92.0	200.94.52	辽宁省沈阳市
200.94.53	200.94.53	辽宁省沈阳市大东区
200.94.54	200.103.66	辽宁省沈阳市
200.103.67	200.103.67	辽宁省沈阳市和平区
200.103.68	200.148.52	辽宁省沈阳市
200.148.53	200.148.53	辽宁省沈阳市东陵区
200.148.54	200.148.99	辽宁省沈阳市
200.148.100	200.148.100	辽宁省沈阳市东陵区
200.148.101	200.185.62	辽宁省沈阳市
200.185.63	200.185.63	辽宁省沈阳市皇姑区
200.185.64	200.191.*	辽宁省沈阳市
200.192.0	200.192.*	辽宁省沈阳市皇姑区
200.193.0	200.227.73	辽宁省沈阳市
200.227.74	200.227.74	辽宁省沈阳市皇姑区
200.227.75	200.*.*	辽宁省沈阳市
201.0.0	201.13.111	辽宁省大连市
201.13.112	201.13.112	辽宁省大连市西岗区
201.13.113	201.14.222	辽宁省大连市
201.14.223	201.14.223	辽宁省大连市甘井子区
201.14.224	201.61.249	辽宁省大连市
201.61.250	201.61.250	辽宁省大连市沙河口区
201.61.251	201.80.30	辽宁省大连市
201.80.31	201.80.31	辽宁省大连市沙河口区
201.80.32	201.80.145	辽宁省大连市
201.80.146	201.80.146	辽宁省大连市甘井子区
201.80.147	201.81.20	辽宁省大连市
201.81.21	201.81.21	辽宁省大连市沙河口区
201.81.22	201.142.169	辽宁省大连市
201.142.170	201.142.170	辽宁省大连市沙河口区
201.142.171	201.159.*	辽宁省大连市
201.160.0	201.160.*	辽宁省大连市沙河口区
201.161.0	201.168.*	辽宁省大连市
201.169.0	201.169.185	辽宁省大连市沙河口区
201.169.186	201.169.186	辽宁省大连市
201.169.187	201.172.*	辽宁省大连市沙河口区
201.173.0	201.194.92	辽宁省大连市
201.194.93	201.194.93	辽宁省大连市中山区
201.194.94	201.202.*	辽宁省大连市
201.203.0	201.203.*	辽宁省大连市沙河口区
201.204.0	201.207.168	辽宁省大连市
201.207.169	201.207.169	辽宁省大连市沙河口区
201.207.170	201.209.*	辽宁省大连市
201.210.0	201.210.*	辽宁省大连市沙河口区
201.211.0	201.235.*	辽宁省大连市
201.236.0	201.*.*	辽宁省鞍山市
202.0.0	202.4.52	辽宁省丹东市
202.4.53	202.4.54	辽宁省丹东市凤城市
202.4.55	202.4.65	辽宁省丹东市
202.4.66	202.4.68	辽宁省丹东市凤城市
202.4.69	202.4.87	辽宁省丹东市
202.4.88	202.4.88	辽宁省丹东市凤城市
202.4.89	202.4.107	辽宁省丹东市
202.4.108	202.4.109	辽宁省丹东市凤城市
202.4.110	202.11.15	辽宁省丹东市
202.11.16	202.14.*	辽宁省鞍山市
202.15.0	202.16.211	辽宁省丹东市
202.16.212	202.16.212	辽宁省丹东市凤城市
202.16.213	202.17.99	辽宁省丹东市
202.17.100	202.17.100	辽宁省丹东市凤城市
202.17.101	202.26.169	辽宁省丹东市
202.26.170	202.26.170	辽宁省丹东市宽甸满族自治县
202.26.171	202.26.189	辽宁省丹东市
202.26.190	202.26.190	辽宁省丹东市宽甸满族自治县
202.26.191	202.26.205	辽宁省丹东市
202.26.206	202.26.206	辽宁省丹东市宽甸满族自治县
202.26.207	202.26.209	辽宁省丹东市
202.26.210	202.26.210	辽宁省丹东市宽甸满族自治县
202.26.211	202.26.213	辽宁省丹东市
202.26.214	202.26.214	辽宁省丹东市宽甸满族自治县
202.26.215	202.26.233	辽宁省丹东市
202.26.234	202.26.234	辽宁省丹东市宽甸满族自治县
202.26.235	202.27.1	辽宁省丹东市
202.27.2	202.27.2	辽宁省丹东市宽甸满族自治县
202.27.3	202.27.9	辽宁省丹东市
202.27.10	202.27.10	辽宁省丹东市宽甸满族自治县
202.27.11	202.27.*	辽宁省丹东市
202.28.0	202.31.*	辽宁省鞍山市
202.32.0	202.32.56	辽宁省锦州市
202.32.57	202.32.57	辽宁省锦州市凌河区
202.32.58	202.36.14	辽宁省锦州市
202.36.15	202.36.15	辽宁省锦州市古塔区
202.36.16	202.36.57	辽宁省锦州市
202.36.58	202.36.58	辽宁省锦州市凌海市
202.36.59	202.37.*	辽宁省锦州市
202.38.0	202.38.*	辽宁省锦州市凌海市
202.39.0	202.41.38	辽宁省锦州市
202.41.39	202.41.41	辽宁省锦州市凌海市
202.41.42	202.41.44	辽宁省锦州市
202.41.45	202.41.47	辽宁省锦州市凌海市
202.41.48	202.41.49	辽宁省锦州市
202.41.50	202.41.52	辽宁省锦州市凌海市
202.41.53	202.41.54	辽宁省锦州市
202.41.55	202.41.55	辽宁省锦州市凌海市
202.41.56	202.41.57	辽宁省锦州市
202.41.58	202.41.59	辽宁省锦州市凌海市
202.41.60	202.41.60	辽宁省锦州市
202.41.61	202.41.61	辽宁省锦州市凌海市
202.41.62	202.41.62	辽宁省锦州市
202.41.63	202.41.66	辽宁省锦州市凌海市
202.41.67	202.41.69	辽宁省锦州市
202.41.70	202.41.70	辽宁省锦州市凌海市
202.41.71	202.55.*	辽宁省锦州市
202.56.0	202.72.1	辽宁省营口市
202.72.2	202.72.3	辽宁省营口市鲅鱼圈区
202.72.4	202.72.4	辽宁省营口市
202.72.5	202.72.7	辽宁省营口市鲅鱼圈区
202.72.8	202.72.8	辽宁省营口市
202.72.9	202.72.9	辽宁省营口市鲅鱼圈区
202.72.10	202.72.12	辽宁省营口市
202.72.13	202.72.13	辽宁省营口市鲅鱼圈区
202.72.14	202.72.15	辽宁省营口市
202.72.16	202.72.17	辽宁省营口市鲅鱼圈区
202.72.18	202.72.19	辽宁省营口市
202.72.20	202.72.21	辽宁省营口市鲅鱼圈区
202.72.22	202.72.23	辽宁省营口市
202.72.24	202.72.25	辽宁省营口市鲅鱼圈区
202.72.26	202.72.30	辽宁省营口市
202.72.31	202.72.32	辽宁省营口市鲅鱼圈区
202.72.33	202.72.34	辽宁省营口市
202.72.35	202.72.35	辽宁省营口市鲅鱼圈区
202.72.36	202.72.41	辽宁省营口市
202.72.42	202.72.43	辽宁省营口市鲅鱼圈区
202.72.44	202.72.44	辽宁省营口市
202.72.45	202.72.45	辽宁省营口市鲅鱼圈区
202.72.46	202.72.46	辽宁省营口市
202.72.47	202.72.47	辽宁省营口市鲅鱼圈区
202.72.48	202.72.48	辽宁省营口市
202.72.49	202.72.49	辽宁省营口市鲅鱼圈区
202.72.50	202.72.51	辽宁省营口市
202.72.52	202.72.52	辽宁省营口市盖州市
202.72.53	202.72.55	辽宁省营口市
202.72.56	202.72.56	辽宁省营口市鲅鱼圈区
202.72.57	202.72.59	辽宁省营口市
202.72.60	202.72.60	辽宁省营口市鲅鱼圈区
202.72.61	202.72.62	辽宁省营口市
202.72.63	202.72.63	辽宁省营口市鲅鱼圈区
202.72.64	202.72.64	辽宁省营口市
202.72.65	202.72.65	辽宁省营口市鲅鱼圈区
202.72.66	202.72.110	辽宁省营口市
202.72.111	202.72.111	辽宁省营口市鲅鱼圈区
202.72.112	202.72.138	辽宁省营口市
202.72.139	202.72.139	辽宁省营口市鲅鱼圈区
202.72.140	202.72.140	辽宁省营口市
202.72.141	202.72.141	辽宁省营口市鲅鱼圈区
202.72.142	202.72.192	辽宁省营口市
202.72.193	202.72.193	辽宁省营口市鲅鱼圈区
202.72.194	202.72.198	辽宁省营口市
202.72.199	202.72.199	辽宁省营口市鲅鱼圈区
202.72.200	202.72.205	辽宁省营口市
202.72.206	202.72.208	辽宁省营口市鲅鱼圈区
202.72.209	202.73.3	辽宁省营口市
202.73.4	202.73.4	辽宁省营口市鲅鱼圈区
202.73.5	202.73.6	辽宁省营口市
202.73.7	202.73.8	辽宁省营口市鲅鱼圈区
202.73.9	202.73.9	辽宁省营口市
202.73.10	202.73.10	辽宁省营口市鲅鱼圈区
202.73.11	202.74.139	辽宁省营口市
202.74.140	202.74.140	辽宁省营口市鲅鱼圈区
202.74.141	202.74.142	辽宁省营口市
202.74.143	202.74.143	辽宁省营口市鲅鱼圈区
202.74.144	202.74.154	辽宁省营口市
202.74.155	202.74.155	辽宁省营口市鲅鱼圈区
202.74.156	202.74.156	辽宁省营口市
202.74.157	202.74.177	辽宁省营口市鲅鱼圈区
202.74.178	202.74.179	辽宁省营口市
202.74.180	202.74.181	辽宁省营口市鲅鱼圈区
202.74.182	202.74.182	辽宁省营口市
202.74.183	202.74.183	辽宁省营口市鲅鱼圈区
202.74.184	202.74.188	辽宁省营口市
202.74.189	202.74.189	辽宁省营口市鲅鱼圈区
202.74.190	202.77.65	辽宁省营口市
202.77.66	202.77.66	辽宁省营口市大石桥市
202.77.67	202.77.71	辽宁省营口市
202.77.72	202.77.72	辽宁省营口市大石桥市
202.77.73	202.77.77	辽宁省营口市
202.77.78	202.77.78	辽宁省营口市大石桥市
202.77.79	202.77.82	辽宁省营口市
202.77.83	202.77.83	辽宁省营口市大石桥市
202.77.84	202.77.101	辽宁省营口市
202.77.102	202.77.102	辽宁省营口市大石桥市
202.77.103	202.77.104	辽宁省营口市
202.77.105	202.77.105	辽宁省营口市大石桥市
202.77.106	202.77.107	辽宁省营口市
202.77.108	202.77.108	辽宁省营口市大石桥市
202.77.109	202.77.129	辽宁省营口市
202.77.130	202.77.130	辽宁省营口市大石桥市
202.77.131	202.77.138	辽宁省营口市
202.77.139	202.77.143	辽宁省营口市大石桥市
202.77.144	202.77.144	辽宁省营口市
202.77.145	202.77.145	辽宁省营口市大石桥市
202.77.146	202.77.146	辽宁省营口市
202.77.147	202.77.147	辽宁省营口市大石桥市
202.77.148	202.77.148	辽宁省营口市
202.77.149	202.77.149	辽宁省营口市大石桥市
202.77.150	202.77.152	辽宁省营口市
202.77.153	202.77.155	辽宁省营口市大石桥市
202.77.156	202.77.156	辽宁省营口市
202.77.157	202.77.157	辽宁省营口市站前区
202.77.158	202.77.160	辽宁省营口市大石桥市
202.77.161	202.77.170	辽宁省营口市
202.77.171	202.77.171	辽宁省营口市大石桥市
202.77.172	202.77.172	辽宁省营口市
202.77.173	202.77.173	辽宁省营口市大石桥市
202.77.174	202.77.180	辽宁省营口市
202.77.181	202.77.182	辽宁省营口市大石桥市
202.77.183	202.77.184	辽宁省营口市
202.77.185	202.77.186	辽宁省营口市大石桥市
202.77.187	202.77.195	辽宁省营口市
202.77.196	202.77.197	辽宁省营口市大石桥市
202.77.198	202.77.201	辽宁省营口市
202.77.202	202.77.205	辽宁省营口市大石桥市
