0.0.0.0	0.0.0.0	4l
89.215.0.0	89.215.*.*	保加利亚
89.216.0.0	89.216.*.*	塞尔维亚
89.217.0.0	89.217.*.*	瑞士
89.218.0.0	89.218.*.*	哈萨克斯坦
89.219.0.0	89.219.*.*	欧洲
89.220.0.0	89.220.*.*	荷兰
89.221.0.0	89.221.15.*	德国
89.221.16.0	89.221.31.*	俄罗斯
89.221.32.0	89.221.47.*	意大利
89.221.48.0	89.221.63.*	俄罗斯
89.221.64.0	89.221.79.*	爱沙尼亚
89.221.80.0	89.221.95.*	伊朗
89.221.96.0	89.221.111.*	挪威
89.221.112.0	89.221.127.*	拉脱维亚
89.221.128.0	89.221.159.*	意大利
89.221.160.0	89.221.175.*	丹麦
89.221.176.0	89.221.191.*	荷兰
89.221.192.0	89.221.207.*	俄罗斯
89.221.208.0	89.221.223.*	捷克
89.221.224.0	89.221.239.*	俄罗斯
89.221.240.0	89.221.*.*	瑞典
89.222.0.0	89.222.127.*	英国
89.222.128.0	89.223.127.*	俄罗斯
89.223.128.0	89.223.*.*	匈牙利
89.224.0.0	89.227.*.*	法国
89.228.0.0	89.231.*.*	波兰
89.232.0.0	89.232.63.*	格鲁吉亚
89.232.64.0	89.232.*.*	俄罗斯
89.233.0.0	89.233.63.*	丹麦
89.233.64.0	89.233.127.*	俄罗斯
89.233.128.0	89.233.191.*	捷克
89.233.192.0	89.233.*.*	瑞典
89.234.0.0	89.234.63.*	英国
89.234.64.0	89.234.127.*	爱尔兰
89.234.128.0	89.234.191.*	法国
89.234.192.0	89.234.*.*	波兰
89.235.0.0	89.235.63.*	捷克
89.235.64.0	89.235.127.*	伊朗
89.235.128.0	89.235.191.*	俄罗斯
89.235.192.0	89.235.*.*	爱沙尼亚
89.236.0.0	89.236.63.*	瑞典
89.236.64.0	89.236.127.*	芬兰
89.236.128.0	89.236.191.*	瑞士
89.236.192.0	89.236.*.*	乌兹别克斯坦
89.237.0.0	89.237.63.*	俄罗斯
89.237.64.0	89.237.127.*	法国
89.237.128.0	89.237.191.*	沙特阿拉伯
89.237.192.0	89.237.*.*	吉尔吉斯斯坦
89.238.0.0	89.238.63.*	波兰
89.238.64.0	89.238.127.*	德国
89.238.128.0	89.238.191.*	英国
89.238.192.0	89.238.*.*	罗马尼亚
89.239.0.0	89.239.63.*	捷克
89.239.64.0	89.239.127.*	波兰
89.239.128.0	89.239.191.*	俄罗斯
89.239.192.0	89.239.*.*	丹麦
89.240.0.0	89.243.*.*	英国
89.244.0.0	89.247.*.*	德国
89.248.0.0	89.248.15.*	挪威
89.248.16.0	89.248.31.*	英国
89.248.32.0	89.248.47.*	瑞士
89.248.48.0	89.248.71.*	英国
89.248.72.0	89.248.79.*	法国
89.248.80.0	89.248.95.*	拉脱维亚
89.248.96.0	89.248.111.*	西班牙
89.248.112.0	89.248.127.*	俄罗斯
89.248.128.0	89.248.143.*	荷兰
89.248.144.0	89.248.159.*	列支敦士登
89.248.160.0	89.248.175.*	荷兰
89.248.176.0	89.248.207.*	俄罗斯
89.248.208.0	89.248.223.*	法国
89.248.224.0	89.248.239.*	俄罗斯
89.248.240.0	89.248.*.*	捷克
89.249.0.0	89.249.15.*	丹麦
89.249.16.0	89.249.31.*	俄罗斯
89.249.32.0	89.249.47.*	瑞士
89.249.48.0	89.249.63.*	俄罗斯
89.249.64.0	89.249.79.*	英国
89.249.80.0	89.249.95.*	立陶宛
89.249.96.0	89.249.111.*	克罗地亚
89.249.112.0	89.249.159.*	俄罗斯
89.249.160.0	89.249.175.*	英国
89.249.176.0	89.249.191.*	俄罗斯
89.249.192.0	89.249.207.*	亚美尼亚
89.249.208.0	89.249.223.*	黎巴嫩
89.249.224.0	89.250.31.*	俄罗斯
89.250.32.0	89.250.47.*	英国
89.250.48.0	89.250.63.*	芬兰
89.250.64.0	89.250.79.*	荷兰
89.250.80.0	89.250.95.*	哈萨克斯坦
89.250.96.0	89.250.111.*	捷克
89.250.112.0	89.250.127.*	挪威
89.250.128.0	89.250.143.*	德国
89.250.144.0	89.250.175.*	俄罗斯
89.250.176.0	89.250.191.*	荷兰
89.250.192.0	89.250.207.*	波兰
89.250.208.0	89.250.239.*	俄罗斯
89.250.240.0	89.250.*.*	捷克
89.251.0.0	89.251.15.*	荷兰
89.251.16.0	89.251.31.*	乌克兰
89.251.32.0	89.251.47.*	匈牙利
89.251.48.0	89.251.63.*	法国
89.251.64.0	89.251.79.*	俄罗斯
89.251.80.0	89.251.95.*	科威特
89.251.96.0	89.251.111.*	俄罗斯
89.251.112.0	89.251.127.*	英国
89.251.128.0	89.251.143.*	德国
89.251.144.0	89.251.175.*	俄罗斯
89.251.176.0	89.251.191.*	意大利
89.251.192.0	89.251.207.*	英国
89.251.208.0	89.251.223.*	挪威
89.251.224.0	89.251.239.*	西班牙
89.251.240.0	89.251.*.*	瑞士
89.252.0.0	89.252.63.*	乌克兰
89.252.64.0	89.252.127.*	俄罗斯
89.252.128.0	89.252.191.*	土耳其
89.252.192.0	89.252.*.*	保加利亚
89.253.0.0	89.253.63.*	俄罗斯
89.253.64.0	89.253.127.*	瑞典
89.253.128.0	89.253.191.*	保加利亚
89.253.192.0	89.253.*.*	俄罗斯
89.254.0.0	89.254.127.*	挪威
89.254.128.0	89.254.191.*	拉脱维亚
89.254.192.0	89.254.*.*	俄罗斯
89.*.0.0	89.*.63.*	荷兰
89.*.64.0	89.*.127.*	俄罗斯
89.*.128.0	89.*.191.*	英国
89.*.192.0	89.*.*.*	俄罗斯
90.0.0.0	90.127.*.*	法国
90.128.0.0	90.144.*.*	瑞典
90.145.0.0	90.145.*.*	荷兰
90.146.0.0	90.146.*.*	奥地利
90.147.0.0	90.147.*.*	意大利
90.148.0.0	90.148.*.*	沙特阿拉伯
90.149.0.0	90.149.*.*	挪威
90.150.0.0	90.151.*.*	俄罗斯
90.152.0.0	90.152.127.*	英国
90.152.128.0	90.152.*.*	奥地利
90.153.0.0	90.153.127.*	德国
90.153.128.0	90.153.*.*	叙利亚
90.154.0.0	90.154.127.*	俄罗斯
90.154.128.0	90.154.*.*	保加利亚
90.155.0.0	90.155.127.*	英国
90.155.128.0	90.155.*.*	俄罗斯
90.156.0.0	90.156.127.*	波兰
90.156.128.0	90.157.127.*	俄罗斯
90.157.128.0	90.157.*.*	斯洛文尼亚
90.158.0.0	90.159.*.*	土耳其
90.160.0.0	90.175.*.*	西班牙
90.176.0.0	90.183.*.*	捷克
90.184.0.0	90.185.*.*	丹麦
90.186.0.0	90.187.*.*	德国
90.188.0.0	90.189.*.*	俄罗斯
90.190.0.0	90.191.*.*	爱沙尼亚
90.192.0.0	90.223.*.*	英国
90.224.0.0	90.239.*.*	瑞典
90.240.0.0	90.*.*.*	欧洲
92.0.0.0	92.31.*.*	英国
92.32.0.0	92.35.*.*	瑞典
92.36.0.0	92.36.127.*	俄罗斯
92.36.128.0	92.36.*.*	波黑
92.37.0.0	92.37.127.*	斯洛文尼亚
92.37.128.0	92.37.*.*	俄罗斯
92.38.0.0	92.38.127.*	捷克
92.38.128.0	92.38.*.*	俄罗斯
92.39.0.0	92.39.15.*	瑞典
92.39.16.0	92.39.31.*	德国
92.39.32.0	92.39.47.*	瑞典
92.39.48.0	92.39.63.*	摩尔多瓦
92.39.64.0	92.39.79.*	俄罗斯
92.39.80.0	92.39.95.*	阿塞拜疆
92.39.96.0	92.39.111.*	俄罗斯
92.39.112.0	92.39.127.*	德国
92.39.128.0	92.39.143.*	俄罗斯
92.39.144.0	92.39.159.*	意大利
92.39.160.0	92.39.175.*	奥地利
92.39.176.0	92.39.191.*	爱尔兰
92.39.192.0	92.39.207.*	英国
92.39.208.0	92.39.239.*	俄罗斯
92.39.240.0	92.39.*.*	法国
92.40.0.0	92.41.*.*	英国
92.42.0.0	92.42.31.*	俄罗斯
92.42.32.0	92.42.39.*	土耳其
92.42.40.0	92.42.47.*	俄罗斯
92.42.48.0	92.42.55.*	伊朗
92.42.56.0	92.42.63.*	英国
92.42.64.0	92.42.71.*	挪威
92.42.72.0	92.42.79.*	瑞典
92.42.80.0	92.42.87.*	意大利
92.42.88.0	92.42.95.*	俄罗斯
92.42.96.0	92.42.103.*	意大利
92.42.104.0	92.42.111.*	瑞士
92.42.112.0	92.42.119.*	波兰
92.42.120.0	92.42.127.*	英国
92.42.128.0	92.42.135.*	俄罗斯
92.42.136.0	92.42.143.*	奥地利
92.42.144.0	92.42.151.*	英国
92.42.152.0	92.42.159.*	瑞典
92.42.160.0	92.42.167.*	俄罗斯
92.42.168.0	92.42.175.*	英国
92.42.176.0	92.42.183.*	卢森堡
92.42.184.0	92.42.191.*	瑞士
92.42.192.0	92.42.199.*	德国
92.42.200.0	92.42.215.*	俄罗斯
92.42.216.0	92.42.223.*	法国
92.42.224.0	92.42.231.*	德国
92.42.232.0	92.42.239.*	荷兰
92.42.240.0	92.42.247.*	瑞士
92.42.248.0	92.42.*.*	塞尔维亚
92.43.0.0	92.43.7.*	俄罗斯
92.43.8.0	92.43.15.*	挪威
92.43.16.0	92.43.23.*	西班牙
92.43.24.0	92.43.31.*	捷克
92.43.32.0	92.43.39.*	瑞典
92.43.40.0	92.43.47.*	英国
92.43.48.0	92.43.55.*	德国
92.43.56.0	92.43.63.*	捷克
92.43.64.0	92.43.71.*	英国
92.43.72.0	92.43.79.*	丹麦
92.43.80.0	92.43.87.*	土耳其
92.43.88.0	92.43.95.*	丹麦
92.43.96.0	92.43.103.*	奥地利
92.43.104.0	92.43.111.*	德国
92.43.112.0	92.43.119.*	波兰
92.43.120.0	92.43.127.*	丹麦
92.43.128.0	92.43.135.*	法国
92.43.136.0	92.43.143.*	亚美尼亚
92.43.144.0	92.43.151.*	波兰
92.43.152.0	92.43.167.*	俄罗斯
92.43.168.0	92.43.175.*	沙特阿拉伯
92.43.176.0	92.43.183.*	丹麦
92.43.184.0	92.43.191.*	俄罗斯
92.43.192.0	92.43.199.*	冰岛
92.43.200.0	92.43.207.*	匈牙利
92.43.208.0	92.43.215.*	英国
92.43.216.0	92.43.223.*	瑞士
92.43.224.0	92.43.231.*	西班牙
92.43.232.0	92.43.239.*	丹麦
92.43.240.0	92.43.247.*	意大利
92.43.248.0	92.43.*.*	法国
92.44.0.0	92.45.*.*	土耳其
92.46.0.0	92.47.*.*	哈萨克斯坦
92.48.0.0	92.48.63.*	沙特阿拉伯
92.48.64.0	92.48.127.*	英国
92.48.128.0	92.48.191.*	比利时
92.48.192.0	92.48.*.*	荷兰
92.49.0.0	92.49.63.*	拉脱维亚
92.49.64.0	92.49.127.*	法国
92.49.128.0	92.49.191.*	俄罗斯
92.49.192.0	92.49.*.*	乌克兰
92.50.0.0	92.50.63.*	伊朗
92.50.64.0	92.50.127.*	德国
92.50.128.0	92.51.63.*	俄罗斯
92.51.64.0	92.51.127.*	格鲁吉亚
92.51.128.0	92.51.191.*	德国
92.51.192.0	92.51.*.*	爱尔兰
92.52.0.0	92.52.63.*	斯洛伐克
92.52.64.0	92.52.127.*	英国
92.52.128.0	92.52.191.*	乌克兰
92.52.192.0	92.52.*.*	匈牙利
92.53.0.0	92.53.63.*	马其顿
92.53.64.0	92.53.127.*	俄罗斯
92.53.128.0	92.53.191.*	斯洛文尼亚
92.53.192.0	92.53.*.*	荷兰
92.54.0.0	92.54.63.*	西班牙
92.54.64.0	92.54.127.*	俄罗斯
92.54.128.0	92.54.191.*	英国
92.54.192.0	92.54.*.*	格鲁吉亚
92.55.0.0	92.55.63.*	俄罗斯
92.55.64.0	92.55.127.*	马其顿
92.55.128.0	92.55.191.*	罗马尼亚
92.55.192.0	92.55.*.*	波兰
92.56.0.0	92.59.*.*	西班牙
92.60.0.0	92.60.15.*	奥地利
92.60.16.0	92.60.31.*	阿尔巴尼亚
92.60.32.0	92.60.47.*	意大利
92.60.48.0	92.60.63.*	斯洛伐克
92.60.64.0	92.60.79.*	意大利
92.60.80.0	92.60.95.*	俄罗斯
92.60.96.0	92.60.127.*	英国
92.60.128.0	92.60.143.*	波兰
92.60.144.0	92.60.159.*	丹麦
92.60.160.0	92.60.175.*	西班牙
92.60.176.0	92.60.191.*	乌克兰
92.60.192.0	92.60.207.*	爱尔兰
92.60.208.0	92.60.223.*	德国
92.60.224.0	92.60.239.*	塞尔维亚
92.60.240.0	92.60.*.*	英国
92.61.0.0	92.61.15.*	土耳其
92.61.16.0	92.61.31.*	俄罗斯
92.61.32.0	92.61.47.*	立陶宛
92.61.48.0	92.61.63.*	奥地利
92.61.64.0	92.61.79.*	俄罗斯
92.61.80.0	92.61.95.*	捷克
92.61.96.0	92.61.127.*	匈牙利
92.61.128.0	92.61.143.*	法国
92.61.144.0	92.61.159.*	德国
92.61.160.0	92.61.175.*	法国
92.61.176.0	92.61.191.*	伊朗
92.61.192.0	92.61.207.*	爱尔兰
92.61.208.0	92.61.223.*	奥地利
92.61.224.0	92.61.239.*	以色列
92.61.240.0	92.61.*.*	荷兰
92.62.0.0	92.62.15.*	英国
92.62.16.0	92.62.31.*	奥地利
92.62.32.0	92.62.47.*	挪威
92.62.48.0	92.62.63.*	俄罗斯
92.62.64.0	92.62.79.*	吉尔吉斯斯坦
92.62.80.0	92.62.95.*	意大利
92.62.96.0	92.62.111.*	爱沙尼亚
92.62.112.0	92.62.127.*	约旦
92.62.128.0	92.62.143.*	立陶宛
92.62.144.0	92.62.159.*	俄罗斯
92.62.160.0	92.62.175.*	黎巴嫩
92.62.176.0	92.62.191.*	伊朗
92.62.192.0	92.62.207.*	丹麦
92.62.208.0	92.62.223.*	泽西岛
92.62.224.0	92.62.239.*	捷克
92.62.240.0	92.62.*.*	保加利亚
92.63.0.0	92.63.15.*	土耳其
92.63.16.0	92.63.31.*	斯洛文尼亚
92.63.32.0	92.63.47.*	波兰
92.63.48.0	92.63.63.*	捷克
92.63.64.0	92.63.79.*	俄罗斯
92.63.80.0	92.63.95.*	拉脱维亚
92.63.96.0	92.63.111.*	卢森堡
92.63.112.0	92.63.127.*	拉脱维亚
92.63.128.0	92.63.143.*	英国
92.63.144.0	92.63.159.*	奥地利
92.63.160.0	92.63.207.*	俄罗斯
92.63.208.0	92.63.223.*	奥地利
92.63.224.0	92.63.239.*	意大利
92.63.240.0	92.63.*.*	匈牙利
92.64.0.0	92.71.*.*	荷兰
92.72.0.0	92.79.*.*	德国
92.80.0.0	92.87.*.*	罗马尼亚
92.88.0.0	92.95.*.*	法国
92.96.0.0	92.99.*.*	阿联酋
92.100.0.0	92.101.*.*	俄罗斯
92.102.0.0	92.103.*.*	法国
92.104.0.0	92.107.*.*	瑞士
92.108.0.0	92.111.*.*	荷兰
92.112.0.0	92.113.*.*	乌克兰
92.114.0.0	92.115.*.*	罗马尼亚
92.116.0.0	92.117.*.*	德国
92.118.0.0	92.119.*.*	希腊
92.120.0.0	92.121.*.*	荷兰
92.122.0.0	92.123.*.*	法国
92.124.0.0	92.127.*.*	俄罗斯
92.128.0.0	92.191.*.*	法国
92.192.0.0	92.231.*.*	德国
92.232.0.0	92.239.*.*	英国
92.240.0.0	92.240.31.*	以色列
92.240.32.0	92.240.63.*	波黑
92.240.64.0	92.240.95.*	拉脱维亚
92.240.96.0	92.240.127.*	乌克兰
92.240.128.0	92.240.159.*	俄罗斯
92.240.160.0	92.240.191.*	捷克
92.240.192.0	92.240.223.*	俄罗斯
92.240.224.0	92.240.*.*	斯洛伐克
92.241.0.0	92.241.31.*	俄罗斯
92.241.32.0	92.241.63.*	约旦
92.241.64.0	92.241.95.*	格鲁吉亚
92.241.96.0	92.241.127.*	俄罗斯
92.241.128.0	92.241.159.*	波黑
92.241.160.0	92.241.191.*	俄罗斯
92.241.192.0	92.241.223.*	瑞典
92.241.224.0	92.242.95.*	俄罗斯
92.242.96.0	92.242.127.*	乌克兰
92.242.128.0	92.242.159.*	英国
92.242.160.0	92.242.191.*	芬兰
92.242.192.0	92.242.223.*	伊朗
92.242.224.0	92.242.*.*	克罗地亚
92.243.0.0	92.243.31.*	法国
92.243.32.0	92.243.63.*	奥地利
92.243.64.0	92.243.127.*	俄罗斯
92.243.128.0	92.243.159.*	意大利
92.243.160.0	92.243.191.*	俄罗斯
92.243.192.0	92.243.223.*	捷克
92.243.224.0	92.243.*.*	丹麦
92.244.0.0	92.244.31.*	瑞典
92.244.32.0	92.244.63.*	波兰
92.244.64.0	92.244.95.*	斯洛文尼亚
92.244.96.0	92.244.127.*	乌克兰
92.244.128.0	92.244.159.*	塞尔维亚
92.244.160.0	92.244.191.*	英国
92.244.192.0	92.244.223.*	瑞典
92.244.224.0	92.244.*.*	俄罗斯
92.245.0.0	92.245.31.*	斯洛伐克
92.245.32.0	92.245.63.*	俄罗斯
92.245.64.0	92.245.95.*	匈牙利
92.245.96.0	92.245.127.*	吉尔吉斯斯坦
92.245.128.0	92.245.159.*	法国
92.245.160.0	92.245.191.*	意大利
92.245.192.0	92.245.223.*	斯洛伐克
92.245.224.0	92.245.*.*	英国
92.246.0.0	92.246.31.*	丹麦
92.246.32.0	92.246.63.*	意大利
92.246.64.0	92.246.95.*	俄罗斯
92.246.96.0	92.246.127.*	意大利
92.246.128.0	92.246.223.*	俄罗斯
92.246.224.0	92.246.*.*	瑞士
92.247.0.0	92.247.*.*	保加利亚
92.248.0.0	92.248.127.*	奥地利
92.248.128.0	92.248.*.*	俄罗斯
92.249.0.0	92.249.127.*	乌克兰
92.249.128.0	92.249.*.*	匈牙利
92.250.0.0	92.250.127.*	葡萄牙
92.250.128.0	92.250.*.*	卢森堡
92.251.0.0	92.251.127.*	马耳他
92.251.128.0	92.251.*.*	爱尔兰
92.252.0.0	92.252.127.*	德国
92.252.128.0	92.252.*.*	俄罗斯
92.253.0.0	92.253.127.*	约旦
92.253.128.0	92.253.*.*	捷克
92.254.0.0	92.254.127.*	荷兰
92.254.128.0	92.254.*.*	瑞典
92.*.0.0	92.*.*.*	俄罗斯
93.0.0.0	93.31.*.*	法国
93.32.0.0	93.71.*.*	意大利
93.72.0.0	93.79.*.*	乌克兰
93.80.0.0	93.81.*.*	俄罗斯
93.82.0.0	93.83.*.*	奥地利
93.84.0.0	93.85.*.*	白俄罗斯
93.86.0.0	93.87.*.*	塞尔维亚
93.88.0.0	93.88.31.*	俄罗斯
93.88.32.0	93.88.47.*	意大利
93.88.48.0	93.88.63.*	乌克兰
93.88.64.0	93.88.79.*	俄罗斯
93.88.80.0	93.88.95.*	阿塞拜疆
93.88.96.0	93.88.127.*	意大利
93.88.128.0	93.88.143.*	俄罗斯
93.88.144.0	93.88.159.*	荷兰
93.88.160.0	93.88.191.*	俄罗斯
93.88.192.0	93.88.207.*	英国
93.88.208.0	93.88.223.*	俄罗斯
93.88.224.0	93.88.239.*	德国
93.88.240.0	93.88.*.*	瑞士
93.89.0.0	93.89.15.*	德国
93.89.16.0	93.89.31.*	土耳其
93.89.32.0	93.89.47.*	挪威
93.89.48.0	93.89.63.*	意大利
93.89.64.0	93.89.79.*	土耳其
93.89.80.0	93.89.95.*	英国
93.89.96.0	93.89.111.*	捷克
93.89.112.0	93.89.127.*	挪威
93.89.128.0	93.89.143.*	英国
93.89.144.0	93.89.159.*	捷克
93.89.160.0	93.89.175.*	匈牙利
93.89.176.0	93.89.191.*	俄罗斯
93.89.192.0	93.89.207.*	波兰
93.89.208.0	93.89.223.*	乌克兰
93.89.224.0	93.89.239.*	土耳其
93.89.240.0	93.89.*.*	爱尔兰
93.90.0.0	93.90.15.*	丹麦
93.90.16.0	93.90.31.*	西班牙
93.90.32.0	93.90.47.*	俄罗斯
93.90.48.0	93.90.63.*	芬兰
93.90.64.0	93.90.79.*	阿尔巴尼亚
93.90.80.0	93.90.111.*	俄罗斯
93.90.112.0	93.90.127.*	丹麦
93.90.128.0	93.90.143.*	德国
93.90.144.0	93.90.159.*	瑞典
93.90.160.0	93.90.175.*	捷克
93.90.176.0	93.90.191.*	德国
93.90.192.0	93.90.207.*	英国
93.90.208.0	93.91.15.*	俄罗斯
93.91.16.0	93.91.47.*	英国
93.91.48.0	93.91.63.*	捷克
93.91.64.0	93.91.79.*	土耳其
93.91.80.0	93.91.95.*	德国
93.91.96.0	93.91.111.*	挪威
93.91.112.0	93.91.127.*	俄罗斯
93.91.128.0	93.91.143.*	意大利
93.91.144.0	93.91.159.*	捷克
93.91.160.0	93.91.175.*	俄罗斯
93.91.176.0	93.91.191.*	芬兰
93.91.192.0	93.91.207.*	伊拉克
93.91.208.0	93.91.223.*	波兰
93.91.224.0	93.91.239.*	俄罗斯
93.91.240.0	93.91.*.*	捷克
93.92.0.0	93.92.7.*	瑞典
93.92.8.0	93.92.15.*	爱尔兰
93.92.16.0	93.92.23.*	比利时
93.92.24.0	93.92.31.*	挪威
93.92.32.0	93.92.39.*	俄罗斯
93.92.40.0	93.92.47.*	英国
93.92.48.0	93.92.55.*	捷克
93.92.56.0	93.92.63.*	匈牙利
93.92.64.0	93.92.71.*	俄罗斯
93.92.72.0	93.92.79.*	意大利
93.92.80.0	93.92.95.*	俄罗斯
93.92.96.0	93.92.103.*	荷兰
93.92.104.0	93.92.111.*	法国
93.92.112.0	93.92.119.*	俄罗斯
93.92.120.0	93.92.127.*	英国
93.92.128.0	93.92.135.*	德国
93.92.136.0	93.92.143.*	俄罗斯
93.92.144.0	93.92.151.*	德国
93.92.152.0	93.92.159.*	意大利
93.92.160.0	93.92.167.*	奥地利
93.92.168.0	93.92.175.*	西班牙
93.92.176.0	93.92.183.*	俄罗斯
93.92.184.0	93.92.191.*	意大利
93.92.192.0	93.92.207.*	俄罗斯
93.92.208.0	93.92.215.*	英国
93.92.216.0	93.92.223.*	俄罗斯
93.92.224.0	93.92.239.*	西班牙
93.92.240.0	93.92.247.*	俄罗斯
93.92.248.0	93.92.*.*	塞尔维亚
93.93.0.0	93.93.7.*	德国
93.93.8.0	93.93.15.*	保加利亚
93.93.16.0	93.93.23.*	意大利
93.93.24.0	93.93.31.*	土耳其
93.93.32.0	93.93.39.*	俄罗斯
93.93.40.0	93.93.47.*	法国
93.93.48.0	93.93.55.*	匈牙利
93.93.56.0	93.93.63.*	立陶宛
93.93.64.0	93.93.71.*	西班牙
93.93.72.0	93.93.79.*	挪威
93.93.80.0	93.93.87.*	英国
93.93.88.0	93.93.95.*	俄罗斯
93.93.96.0	93.93.103.*	挪威
93.93.104.0	93.93.111.*	意大利
93.93.112.0	93.93.119.*	西班牙
93.93.120.0	93.93.127.*	荷兰
93.93.128.0	93.93.135.*	英国
93.93.136.0	93.93.151.*	俄罗斯
93.93.152.0	93.93.159.*	法国
93.93.160.0	93.93.167.*	意大利
93.93.168.0	93.93.175.*	俄罗斯
93.93.176.0	93.93.183.*	西班牙
93.93.184.0	93.93.191.*	法国
93.93.192.0	93.93.199.*	塞尔维亚
93.93.200.0	93.93.207.*	意大利
93.93.208.0	93.93.239.*	英国
93.93.240.0	93.93.247.*	卢森堡
93.93.248.0	93.94.7.*	德国
93.94.8.0	93.94.15.*	挪威
93.94.16.0	93.94.23.*	塞浦路斯
93.94.24.0	93.94.39.*	意大利
93.94.40.0	93.94.47.*	德国
93.94.48.0	93.94.55.*	伊拉克
93.94.56.0	93.94.63.*	葡萄牙
93.94.64.0	93.94.71.*	瑞士
93.94.72.0	93.94.79.*	英国
93.94.80.0	93.94.87.*	德国
93.94.88.0	93.94.95.*	意大利
93.94.96.0	93.94.103.*	西班牙
93.94.104.0	93.94.111.*	比利时
93.94.112.0	93.94.119.*	爱尔兰
93.94.120.0	93.94.127.*	英国
93.94.128.0	93.94.135.*	德国
93.94.136.0	93.94.143.*	保加利亚
93.94.144.0	93.94.159.*	俄罗斯
93.94.160.0	93.94.167.*	法国
93.94.168.0	93.94.175.*	瑞典
93.94.176.0	93.94.183.*	俄罗斯
93.94.184.0	93.94.191.*	波兰
93.94.192.0	93.94.199.*	土耳其
93.94.200.0	93.94.207.*	荷兰
93.94.208.0	93.94.215.*	瑞典
93.94.216.0	93.94.223.*	亚美尼亚
93.94.224.0	93.94.231.*	荷兰
93.94.232.0	93.94.239.*	俄罗斯
93.94.240.0	93.94.247.*	瑞士
93.94.248.0	93.94.*.*	土耳其
93.95.0.0	93.95.7.*	荷兰
93.95.8.0	93.95.15.*	英国
93.95.16.0	93.95.23.*	比利时
93.95.24.0	93.95.31.*	巴林
93.95.32.0	93.95.39.*	捷克
93.95.40.0	93.95.47.*	俄罗斯
93.95.48.0	93.95.55.*	比利时
93.95.56.0	93.95.63.*	法国
93.95.64.0	93.95.71.*	马其顿
93.95.72.0	93.95.79.*	冰岛
93.95.80.0	93.95.87.*	爱尔兰
93.95.88.0	93.95.95.*	波兰
93.95.96.0	93.95.103.*	俄罗斯
93.95.104.0	93.95.111.*	英国
93.95.112.0	93.95.119.*	荷兰
93.95.120.0	93.95.127.*	英国
93.95.128.0	93.95.135.*	德国
93.95.136.0	93.95.143.*	俄罗斯
93.95.144.0	93.95.151.*	荷兰
93.95.152.0	93.95.175.*	俄罗斯
93.95.176.0	93.95.183.*	土耳其
93.95.184.0	93.95.191.*	乌克兰
93.95.192.0	93.95.199.*	俄罗斯
93.95.200.0	93.95.207.*	约旦
93.95.208.0	93.95.215.*	圣马力诺
93.95.216.0	93.95.223.*	意大利
93.95.224.0	93.95.231.*	冰岛
93.95.232.0	93.95.239.*	法国
93.95.240.0	93.95.247.*	哈萨克斯坦
93.95.248.0	93.95.*.*	荷兰
93.96.0.0	93.97.*.*	英国
93.98.0.0	93.98.*.*	沙特阿拉伯
93.99.0.0	93.99.*.*	捷克
93.100.0.0	93.100.*.*	俄罗斯
93.101.0.0	93.101.*.*	意大利
93.102.0.0	93.102.*.*	葡萄牙
93.103.0.0	93.103.*.*	斯洛文尼亚
93.104.0.0	93.104.*.*	德国
93.105.0.0	93.105.*.*	波兰
93.106.0.0	93.106.*.*	芬兰
93.107.0.0	93.107.*.*	爱尔兰
93.108.0.0	93.108.*.*	葡萄牙
93.109.0.0	93.109.*.*	塞浦路斯
93.110.0.0	93.110.*.*	伊朗
93.111.0.0	93.111.*.*	奥地利
93.112.0.0	93.119.*.*	欧洲
93.120.0.0	93.120.127.*	罗马尼亚
93.120.128.0	93.121.127.*	俄罗斯
93.121.128.0	93.121.*.*	法国
93.122.0.0	93.122.127.*	德国
93.122.128.0	93.122.*.*	罗马尼亚
93.123.0.0	93.123.127.*	保加利亚
93.123.128.0	93.124.127.*	俄罗斯
93.124.128.0	93.124.*.*	挪威
93.125.0.0	93.125.127.*	白俄罗斯
93.125.128.0	93.125.*.*	荷兰
93.126.0.0	93.126.63.*	英国
93.126.64.0	93.126.127.*	乌克兰
93.126.128.0	93.126.*.*	黎巴嫩
93.127.0.0	93.127.127.*	乌克兰
93.127.128.0	93.135.*.*	德国
93.136.0.0	93.143.*.*	克罗地亚
93.144.0.0	93.151.*.*	意大利
93.152.0.0	93.152.127.*	英国
93.152.128.0	93.152.*.*	保加利亚
93.153.0.0	93.153.127.*	捷克
93.153.128.0	93.154.127.*	俄罗斯
93.154.128.0	93.154.*.*	波兰
93.155.0.0	93.155.127.*	土耳其
93.155.128.0	93.155.*.*	保加利亚
93.156.0.0	93.156.*.*	西班牙
93.157.0.0	93.157.7.*	荷兰
93.157.8.0	93.157.15.*	乌克兰
93.157.16.0	93.157.23.*	捷克
93.157.24.0	93.157.31.*	乌克兰
93.157.32.0	93.157.39.*	瑞士
93.157.40.0	93.157.47.*	俄罗斯
93.157.48.0	93.157.55.*	德国
93.157.56.0	93.157.63.*	乌克兰
93.157.64.0	93.157.79.*	波兰
93.157.80.0	93.157.87.*	以色列
93.157.88.0	93.157.103.*	波兰
93.157.104.0	93.157.111.*	乌克兰
93.157.112.0	93.157.119.*	波兰
93.157.120.0	93.157.127.*	俄罗斯
93.157.128.0	93.157.135.*	捷克
93.157.136.0	93.157.143.*	荷兰
