
0.0.0	31.*.*	韩国
58.100.62	58.100.62	福建省莆田市涵江区
58.100.63	58.100.169	福建省莆田市
58.100.170	58.100.170	福建省莆田市涵江区
58.100.171	58.100.187	福建省莆田市
58.100.188	58.100.188	福建省莆田市涵江区
58.100.189	58.100.201	福建省莆田市
58.100.202	58.100.202	福建省莆田市涵江区
58.100.203	58.100.209	福建省莆田市
58.100.210	58.100.210	福建省莆田市涵江区
58.100.211	58.100.227	福建省莆田市
58.100.228	58.100.228	福建省莆田市涵江区
58.100.229	58.116.34	福建省莆田市
58.116.35	58.116.35	福建省莆田市涵江区
58.116.36	58.120.69	福建省莆田市
58.120.70	58.120.70	福建省莆田市涵江区
58.120.71	58.126.18	福建省莆田市
58.126.19	58.126.19	福建省莆田市涵江区
58.126.20	58.126.65	福建省莆田市
58.126.66	58.126.66	福建省莆田市涵江区
58.126.67	58.126.77	福建省莆田市
58.126.78	58.126.78	福建省莆田市涵江区
58.126.79	58.126.209	福建省莆田市
58.126.210	58.126.211	福建省莆田市涵江区
58.126.212	58.127.241	福建省莆田市
58.127.242	58.127.242	福建省莆田市城厢区
58.127.243	58.191.*	福建省莆田市
58.192.0	58.*.*	福建省龙岩市
59.0.0	59.50.4	福建省漳州市
59.50.5	59.50.5	福建省漳州市龙海市
59.50.6	59.50.9	福建省漳州市
59.50.10	59.50.10	福建省漳州市龙海市
59.50.11	59.50.213	福建省漳州市
59.50.214	59.50.214	福建省漳州市龙海市
59.50.215	59.50.233	福建省漳州市
59.50.234	59.50.234	福建省漳州市龙海市
59.50.235	59.51.109	福建省漳州市
59.51.110	59.51.110	福建省漳州市芗城区
59.51.111	59.52.57	福建省漳州市
59.52.58	59.52.58	福建省漳州市芗城区
59.52.59	59.52.101	福建省漳州市
59.52.102	59.52.102	福建省漳州市芗城区
59.52.103	59.52.165	福建省漳州市
59.52.166	59.52.166	福建省漳州市芗城区
59.52.167	59.75.10	福建省漳州市
59.75.11	59.75.11	福建省漳州市龙海市
59.75.12	59.92.22	福建省漳州市
59.92.23	59.92.23	福建省漳州市龙海市
59.92.24	59.95.*	福建省漳州市
59.96.0	59.100.*	福建省南平市邵武市
59.101.0	59.101.*	福建省南平市
59.102.0	59.111.*	福建省南平市邵武市
59.112.0	59.146.7	福建省南平市
59.146.8	59.146.8	福建省南平市武夷山市
59.146.9	59.159.*	福建省南平市
59.160.0	59.175.*	福建省南平市武夷山市
59.176.0	59.191.*	福建省南平市
59.192.0	59.*.*	福建省三明市
60.0.0	60.3.*	福建省福州市
60.4.0	60.5.*	福建省泉州市
60.6.0	60.11.*	福建省厦门市
60.12.0	60.63.*	福建省泉州市
60.64.0	60.87.*	福建省宁德市
60.88.0	60.93.*	福建省宁德市福鼎市
60.94.0	60.95.*	福建省宁德市
60.96.0	60.127.*	福建省莆田市
60.128.0	60.159.*	福建省漳州市
60.160.0	60.183.*	福建省龙岩市
60.184.0	60.191.*	福建省三明市永安市
60.192.0	60.200.7	福建省三明市
60.200.8	60.200.8	福建省三明市永安市
60.200.9	60.223.*	福建省三明市
60.224.0	60.*.*	福建省南平市
61.0.0	61.95.*	福建省厦门市
61.96.0	61.191.*	福建省福州市
61.192.0	61.232.53	福建省泉州市
61.232.54	61.232.54	福建省泉州市晋江市
61.232.55	61.232.73	福建省泉州市
61.232.74	61.232.74	福建省泉州市晋江市
61.232.75	61.232.93	福建省泉州市
61.232.94	61.232.94	福建省泉州市晋江市
61.232.95	61.232.217	福建省泉州市
61.232.218	61.232.218	福建省泉州市晋江市
61.232.219	61.233.49	福建省泉州市
61.233.50	61.233.50	福建省泉州市晋江市
61.233.51	61.233.73	福建省泉州市
61.233.74	61.233.74	福建省泉州市晋江市
61.233.75	61.233.77	福建省泉州市
61.233.78	61.233.78	福建省泉州市晋江市
61.233.79	61.233.133	福建省泉州市
61.233.134	61.233.134	福建省泉州市晋江市
61.233.135	61.234.33	福建省泉州市
61.234.34	61.234.34	福建省泉州市晋江市
61.234.35	61.234.61	福建省泉州市
61.234.62	61.234.62	福建省泉州市晋江市
61.234.63	61.235.1	福建省泉州市
61.235.2	61.235.2	福建省泉州市晋江市
61.235.3	61.235.25	福建省泉州市
61.235.26	61.235.26	福建省泉州市晋江市
61.235.27	61.235.85	福建省泉州市
61.235.86	61.235.86	福建省泉州市晋江市
61.235.87	61.235.*	福建省泉州市
61.236.0	61.236.157	福建省晋江市
61.236.158	61.237.12	福建省泉州市
61.237.13	61.237.14	福建省泉州市晋江市
61.237.15	61.238.209	福建省泉州市
61.238.210	61.238.210	福建省泉州市晋江市
61.238.211	61.239.57	福建省泉州市
61.239.58	61.239.58	福建省泉州市晋江市
61.239.59	61.239.61	福建省泉州市
61.239.62	61.239.62	福建省泉州市晋江市
61.239.63	61.*.*	福建省泉州市
62.0.0	62.63.*	江西省萍乡市
62.64.0	62.79.*	江西省南昌市
62.80.0	62.82.6	江西省鹰潭市
62.82.7	62.82.7	江西省鹰潭市贵溪市
62.82.8	62.82.39	江西省鹰潭市
62.82.40	62.82.40	江西省鹰潭市贵溪市
62.82.41	62.82.52	江西省鹰潭市
62.82.53	62.82.53	江西省鹰潭市贵溪市
62.82.54	62.127.*	江西省鹰潭市
62.128.0	62.142.*	江西省九江市
62.143.0	62.143.*	江西省瑞昌市
62.144.0	62.158.*	江西省九江市
62.159.0	62.159.*	江西省瑞昌市
62.160.0	62.171.*	江西省宜春市
62.172.0	62.179.*	江西省樟树市
62.180.0	62.199.*	江西省宜春市
62.200.0	62.200.*	江西省丰城市
62.201.0	62.240.*	江西省宜春市
62.241.0	62.241.*	江西省樟树市
62.242.0	62.*.*	江西省宜春市
63.0.0	63.84.*	江西省景德镇市
63.85.0	63.95.*	江西省南昌市
63.96.0	63.100.*	江西省新余市
63.101.0	63.101.*	江西省上饶市
63.102.0	63.122.*	江西省新余市
63.123.0	63.159.*	江西省南昌市
63.160.0	63.170.*	山西省忻州市
63.171.0	63.175.*	山西省吕梁市
63.176.0	63.183.*	山西省阳泉市
63.184.0	63.185.*	山西省长治市
63.186.0	63.216.*	山西省运城市
63.217.0	63.223.*	江西省南昌市
63.224.0	63.227.7	贵州省
63.227.8	63.227.15	内蒙古赤峰市
63.227.16	63.231.*	贵州省
63.232.0	63.239.*	江西省南昌市
63.240.0	63.*.*	重庆市
64.0.0	64.15.*	北京交通大学
64.16.0	64.95.*	北京市
64.96.0	64.111.*	中央财经大学
64.112.0	64.127.*	北京市
64.128.0	64.247.*	北京邮电大学
64.248.0	64.254.*	北京市
64.*.0	64.*.*	北京邮电大学
65.0.0	65.31.*	北京市
65.32.0	65.95.*	对外经济贸易大学
65.96.0	65.*.*	北京市
66.0.0	66.129.*	清华大学
66.130.0	66.135.*	清华大学紫荆公寓2号楼
66.136.0	66.143.*	清华大学紫荆公寓1号楼
66.144.0	66.151.*	清华大学紫荆公寓5号楼
66.152.0	66.159.*	清华大学紫荆公寓6号楼
66.160.0	66.162.*	清华大学紫荆公寓4号楼
66.163.0	66.163.20	清华大学紫荆公寓7号楼
66.163.21	66.163.21	清华大学紫荆公寓4号楼
66.163.22	66.163.23	清华大学紫荆公寓7号楼
66.163.24	66.163.24	清华大学紫荆公寓4号楼
66.163.25	66.163.25	清华大学紫荆公寓7号楼
66.163.26	66.163.28	清华大学紫荆公寓4号楼
66.163.29	66.163.30	清华大学紫荆公寓7号楼
66.163.31	66.163.31	清华大学紫荆公寓4号楼
66.163.32	66.163.33	清华大学紫荆公寓7号楼
66.163.34	66.163.38	清华大学紫荆公寓4号楼
66.163.39	66.163.40	清华大学紫荆公寓7号楼
66.163.41	66.163.41	清华大学紫荆公寓4号楼
66.163.42	66.163.42	清华大学紫荆公寓7号楼
66.163.43	66.163.61	清华大学紫荆公寓4号楼
66.163.62	66.163.*	清华大学紫荆公寓7号楼
66.164.0	66.166.*	清华大学紫荆公寓4号楼
66.167.0	66.167.*	清华大学紫荆公寓6号楼
66.168.0	66.168.130	清华大学紫荆公寓3号楼
66.168.131	66.168.131	清华大学紫荆公寓6号楼
66.168.132	66.168.138	清华大学紫荆公寓3号楼
66.168.139	66.168.139	清华大学紫荆公寓6号楼
66.168.140	66.168.154	清华大学紫荆公寓3号楼
66.168.155	66.168.155	清华大学紫荆公寓6号楼
66.168.156	66.168.168	清华大学紫荆公寓3号楼
66.168.169	66.168.169	清华大学紫荆公寓6号楼
66.168.170	66.168.170	清华大学紫荆公寓3号楼
66.168.171	66.168.171	清华大学紫荆公寓6号楼
66.168.172	66.168.178	清华大学紫荆公寓3号楼
66.168.179	66.168.179	清华大学紫荆公寓6号楼
66.168.180	66.168.202	清华大学紫荆公寓3号楼
66.168.203	66.168.203	清华大学紫荆公寓6号楼
66.168.204	66.168.219	清华大学紫荆公寓3号楼
66.168.220	66.168.221	清华大学紫荆公寓6号楼
66.168.222	66.168.222	清华大学紫荆公寓3号楼
66.168.223	66.168.223	清华大学紫荆公寓6号楼
66.168.224	66.168.226	清华大学紫荆公寓3号楼
66.168.227	66.168.231	清华大学紫荆公寓6号楼
66.168.232	66.168.236	清华大学紫荆公寓3号楼
66.168.237	66.168.237	清华大学紫荆公寓6号楼
66.168.238	66.168.250	清华大学紫荆公寓3号楼
66.168.251	66.168.*	清华大学紫荆公寓6号楼
66.169.0	66.171.*	清华大学紫荆公寓3号楼
66.172.0	66.174.*	清华大学紫荆公寓7号楼
66.175.0	66.177.*	清华大学紫荆公寓10号楼
66.178.0	66.183.*	清华大学紫荆公寓8号楼
66.184.0	66.187.*	清华大学紫荆公寓9号楼
66.188.0	66.191.*	清华大学紫荆公寓12号楼
66.192.0	66.195.*	清华大学紫荆公寓11号楼
66.196.0	66.196.19	清华大学紫荆公寓12号楼
66.196.20	66.196.30	清华大学紫荆公寓11号楼
66.196.31	66.196.31	清华大学紫荆公寓12号楼
66.196.32	66.196.37	清华大学紫荆公寓11号楼
66.196.38	66.196.38	清华大学紫荆公寓12号楼
66.196.39	66.196.41	清华大学紫荆公寓11号楼
66.196.42	66.196.43	清华大学紫荆公寓12号楼
66.196.44	66.196.44	清华大学紫荆公寓11号楼
66.196.45	66.196.49	清华大学紫荆公寓12号楼
66.196.50	66.196.65	清华大学紫荆公寓11号楼
66.196.66	66.196.66	清华大学紫荆公寓12号楼
66.196.67	66.196.67	清华大学紫荆公寓11号楼
66.196.68	66.196.68	清华大学紫荆公寓12号楼
66.196.69	66.196.71	清华大学紫荆公寓11号楼
66.196.72	66.196.72	清华大学紫荆公寓12号楼
66.196.73	66.196.75	清华大学紫荆公寓11号楼
66.196.76	66.196.76	清华大学紫荆公寓12号楼
66.196.77	66.196.78	清华大学紫荆公寓11号楼
66.196.79	66.196.79	清华大学紫荆公寓12号楼
66.196.80	66.196.80	清华大学紫荆公寓11号楼
66.196.81	66.196.81	清华大学紫荆公寓12号楼
66.196.82	66.196.84	清华大学紫荆公寓11号楼
66.196.85	66.196.87	清华大学紫荆公寓12号楼
66.196.88	66.196.114	清华大学紫荆公寓11号楼
66.196.115	66.196.115	清华大学紫荆公寓12号楼
66.196.116	66.196.118	清华大学紫荆公寓11号楼
66.196.119	66.196.119	清华大学紫荆公寓12号楼
66.196.120	66.196.133	清华大学紫荆公寓11号楼
66.196.134	66.196.135	清华大学紫荆公寓12号楼
66.196.136	66.196.136	清华大学紫荆公寓11号楼
66.196.137	66.196.141	清华大学紫荆公寓12号楼
66.196.142	66.196.158	清华大学紫荆公寓11号楼
66.196.159	66.196.159	清华大学紫荆公寓12号楼
66.196.160	66.196.204	清华大学紫荆公寓11号楼
66.196.205	66.196.206	清华大学紫荆公寓12号楼
66.196.207	66.196.214	清华大学紫荆公寓11号楼
66.196.215	66.196.215	清华大学紫荆公寓12号楼
66.196.216	66.196.218	清华大学紫荆公寓11号楼
66.196.219	66.196.219	清华大学紫荆公寓12号楼
66.196.220	66.196.240	清华大学紫荆公寓11号楼
66.196.241	66.196.241	清华大学紫荆公寓12号楼
66.196.242	66.196.248	清华大学紫荆公寓11号楼
66.196.249	66.196.*	清华大学紫荆公寓12号楼
66.197.0	66.197.*	清华大学紫荆公寓11号楼
66.198.0	66.199.*	清华大学紫荆公寓13号楼
66.200.0	66.214.*	清华大学紫荆公寓
66.215.0	66.*.*	清华大学
67.0.0	67.191.*	天津市
67.192.0	67.192.*	河北省张家口市
67.193.0	67.193.*	河北省保定市
67.194.0	67.197.*	河北省石家庄市
67.198.0	67.199.*	河北省沧州市任丘市
67.200.0	67.201.*	河北省石家庄市
67.202.0	67.203.*	河北省张家口市
67.204.0	67.205.*	河北省石家庄市
67.206.0	67.207.*	河北省保定市
67.208.0	67.215.*	河北省唐山市
67.216.0	67.219.*	河北省石家庄市
67.220.0	67.221.*	河北省唐山市
67.222.0	67.223.*	天津市
67.224.0	67.247.*	河北省保定市
67.248.0	67.*.*	天津市
68.0.0	68.83.*	湖北省武汉市
68.84.0	68.87.*	湖北省黄石市
68.88.0	68.191.*	湖北省武汉市
68.192.0	68.223.*	湖北省十堰市
68.224.0	68.227.*	湖北省襄樊市
68.228.0	68.235.*	湖北省武汉市
68.236.0	68.239.*	湖北省
68.240.0	69.31.*	湖北省武汉市
69.32.0	69.60.*	华中农业大学学生宿舍
69.61.0	69.63.*	华中农业大学
69.64.0	69.127.*	湖北省武汉市
69.128.0	69.159.*	河南省南阳市
69.160.0	69.191.*	河南省新乡市
69.192.0	69.223.*	河南省郑州市
69.224.0	69.*.*	中国
70.0.0	70.7.*	河南省开封市
70.8.0	70.11.*	河南省新乡市
70.12.0	70.15.*	中国
70.16.0	70.31.*	河南省郑州市
70.32.0	70.47.*	河南省焦作市
70.48.0	70.63.*	河南省郑州市
70.64.0	70.95.*	河南省新乡市
70.96.0	70.111.*	河南省平顶山市
70.112.0	70.167.*	河南省郑州市
70.168.0	70.175.*	河南省商丘市
70.176.0	70.191.*	河南省郑州市
70.192.0	70.207.*	河南省许昌市
70.208.0	70.223.*	中国
70.224.0	70.*.*	河南省郑州市
71.0.0	71.31.*	湖南省湘潭市
71.32.0	71.47.*	湖南省吉首市
71.48.0	71.51.*	中国
71.52.0	71.55.*	湖南省株洲市
71.56.0	71.59.*	湖南省益阳市
71.60.0	71.61.*	湖南省衡阳市
71.62.0	71.63.*	湖南省娄底市
71.64.0	71.97.*	湖南省长沙市
71.98.0	71.99.*	湖南省常德市
71.100.0	71.105.*	湖南省长沙市
71.106.0	71.107.*	湖南省岳阳市
71.108.0	71.109.*	湖南省怀化市
71.110.0	71.111.*	湖南省岳阳市
71.112.0	71.113.*	湖南省永州市
71.114.0	71.121.*	湖南省长沙市
71.122.0	71.123.*	湖南省郴州市
71.124.0	71.125.*	湖南省娄底市
71.126.0	71.127.*	湖南省长沙市
71.128.0	71.*.*	湖北省武汉市
72.0.0	72.0.*	吉林大学
72.1.0	72.11.*	吉林大学前卫南区
72.12.0	72.15.*	吉林大学
72.16.0	72.21.*	吉林大学前卫南区
72.22.0	72.23.*	吉林大学
72.24.0	72.24.*	吉林大学前卫南区
72.25.0	72.31.*	吉林大学
72.32.0	72.33.*	吉林大学前卫南区
72.34.0	72.34.*	吉林大学
72.35.0	72.40.*	吉林大学前卫南区
72.41.0	72.101.*	吉林大学
72.102.0	72.102.*	吉林大学前卫南区
72.103.0	72.108.*	吉林大学
72.109.0	72.110.*	吉林大学前卫南区
72.111.0	72.111.*	吉林大学
72.112.0	72.112.*	吉林大学前卫南区
72.113.0	72.116.*	吉林大学
72.117.0	72.117.*	吉林大学前卫南区
72.118.0	72.127.*	吉林大学
72.128.0	72.223.*	吉林省吉林市
72.224.0	72.*.*	吉林省长春市
73.0.0	73.23.*	辽宁省沈阳市
73.24.0	73.63.*	辽宁省
73.64.0	73.127.*	辽宁省鞍山市
73.128.0	73.167.*	辽宁省沈阳市
73.168.0	73.175.*	辽宁省丹东市
73.176.0	73.191.*	辽宁省
73.192.0	73.223.*	吉林省长春市
73.224.0	73.*.*	吉林省
74.0.0	74.33.*	陕西省西安市
74.34.0	74.35.*	陕西省铜川市
74.36.0	74.41.*	陕西省西安市
74.42.0	74.42.*	广东省深圳市
74.43.0	74.43.*	陕西省西安市
74.44.0	74.47.*	陕西省
74.48.0	74.63.*	陕西省安康市
74.64.0	74.143.*	陕西省西安市
74.144.0	74.*.*	陕西省
75.0.0	75.0.*	陕西省西安市
75.1.0	75.1.*	陕西省宝鸡市
75.2.0	75.15.*	陕西省西安市
75.16.0	75.31.*	陕西省商洛市
75.32.0	75.51.*	陕西省西安市
75.52.0	75.53.*	陕西省渭南市
75.54.0	75.55.*	陕西省汉中市
75.56.0	75.57.*	陕西省西安市
75.58.0	75.59.*	陕西省商洛市
75.60.0	75.63.*	陕西省咸阳市
75.64.0	75.67.*	陕西省西安市
75.68.0	75.71.*	陕西省咸阳市
75.72.0	75.79.*	陕西省
75.80.0	75.95.*	陕西省咸阳市
75.96.0	75.103.*	陕西省榆林市
75.104.0	75.111.*	陕西省咸阳市
75.112.0	75.127.*	陕西省西安市
75.128.0	75.140.*	新疆乌鲁木齐市
75.141.0	75.141.*	新疆伊犁州伊宁市
75.142.0	75.143.*	陕西省
75.144.0	75.175.*	新疆石河子市
75.176.0	75.183.*	新疆乌鲁木齐市
75.184.0	75.191.*	陕西省
75.192.0	75.209.*	青海省西宁市
75.210.0	75.223.*	陕西省
75.224.0	75.247.*	新疆乌鲁木齐市
75.248.0	75.*.*	陕西省
76.0.0	76.31.*	甘肃省庆阳市
76.32.0	76.35.*	甘肃省兰州市
76.36.0	76.39.*	甘肃省定西市
76.40.0	76.40.*	甘肃省武威市
76.41.0	76.41.*	甘肃省酒泉市
76.42.0	76.43.*	甘肃省
76.44.0	76.47.*	甘肃省兰州市
76.48.0	76.63.*	甘肃省庆阳市
76.64.0	76.71.*	甘肃省兰州市
76.72.0	76.75.*	甘肃省张掖市
76.76.0	76.79.*	甘肃省嘉峪关市
76.80.0	76.103.*	甘肃省兰州市
76.104.0	76.127.*	甘肃省
76.128.0	76.143.*	甘肃省兰州市
76.144.0	76.191.*	甘肃省
76.192.0	76.*.*	宁夏银川市
77.0.0	77.51.*	厦门大学
77.52.0	77.52.*	厦门大学漳州校区
77.53.0	77.56.127	厦门大学
77.56.128	77.56.*	厦门大学漳州校区
77.57.0	77.58.*	厦门大学
77.59.0	77.59.*	厦门大学漳州校区
77.60.0	77.61.*	厦门大学
77.62.0	77.62.*	厦门大学漳州校区
77.63.0	77.63.*	厦门大学
77.64.0	77.79.*	福建省龙岩市
77.80.0	77.95.*	福建省漳州市
77.96.0	77.96.*	福建省厦门市
77.97.0	77.97.*	福建省三明市
77.98.0	77.98.*	福建省厦门市
77.99.0	77.99.*	福建省
77.100.0	77.107.*	福建省厦门市
77.108.0	77.111.*	福建省漳州市
77.112.0	77.127.*	福建省
77.128.0	77.135.*	福建省福州市
77.136.0	77.143.*	福建省
77.144.0	77.163.*	福建省福州市
77.164.0	77.167.*	福建省南平市
77.168.0	77.171.*	福建省泉州市
77.172.0	77.175.*	福建省
77.176.0	77.191.*	福建省莆田市
77.192.0	77.*.*	福建省福州市
78.0.0	78.40.211	上海交通大学闵行校区
78.40.212	78.40.212	上海交通大学
78.40.213	78.63.*	上海交通大学闵行校区
78.64.0	79.111.*	上海市
79.112.0	79.113.*	辽宁省沈阳市
79.114.0	79.127.*	上海市
79.128.0	79.129.*	浙江省杭州市
79.130.0	79.131.*	浙江省丽水市
79.132.0	79.143.*	浙江省杭州市
79.144.0	79.147.*	浙江省台州市
79.148.0	79.149.*	浙江省丽水市
79.150.0	79.151.*	浙江省衢州市
79.152.0	79.155.*	浙江省宁波市
79.156.0	79.159.*	浙江省杭州市
79.160.0	79.161.*	浙江省金华市
79.162.0	79.162.*	浙江省杭州市
79.163.0	79.191.*	浙江省温州市
79.192.0	79.192.*	福建省宁德市
79.193.0	79.193.*	福建省三明市永安市
79.194.0	79.194.*	福建省泉州市
79.195.0	79.223.*	福建省
79.224.0	79.*.*	福建省福州市
80.0.0	83.*.*	山东省济南市
84.0.0	86.159.*	日本
86.160.0	86.191.*	澳大利亚
86.192.0	86.*.*	韩国
87.0.0	87.*.*	日本
88.0.0	99.*.*	印度
100.0.0	102.127.*	澳大利亚
102.128.0	102.*.*	亚太地区
103.0.0	103.*.*	巴基斯坦
104.0.0	105.*.*	台湾省
106.0.0	106.*.*	日本
107.0.0	107.7.*	广东省广州市
107.8.0	107.11.*	广东省广州市天河区
107.12.0	107.56.*	广东省广州市
107.57.0	107.57.*	海南省三亚市
107.58.0	107.58.*	海南省
107.59.0	107.59.*	海南省琼海市
107.60.0	107.63.*	海南省
107.64.0	107.64.*	海南省海口市
107.65.0	107.68.*	海南省
107.69.0	107.69.*	海南省三亚市
107.70.0	107.73.*	海南省
107.74.0	107.79.*	海南省海口市
107.80.0	107.95.*	广东省广州市
107.96.0	107.97.*	广西南宁市
107.98.0	107.99.*	广西钦州市
107.100.0	107.102.*	广西南宁市
107.103.0	107.103.*	广西百色市
107.104.0	107.105.*	广西南宁市
107.106.0	107.106.*	广西梧州市
107.107.0	107.107.*	广西南宁市
107.108.0	107.111.*	广西桂林市
107.112.0	107.113.129	广西南宁市
107.113.130	107.113.130	广西柳州市
107.113.131	107.113.137	广西南宁市
107.113.138	107.113.138	广西柳州市
107.113.139	107.113.241	广西南宁市
107.113.242	107.113.242	广西来宾市
107.113.243	107.115.*	广西南宁市
107.116.0	107.117.202	广西玉林市
107.117.203	107.117.203	广西桂林市
107.117.204	107.117.*	广西玉林市
107.118.0	107.118.*	广西贺梧地区
107.119.0	107.119.*	广西岑溪市
107.120.0	107.123.*	广西玉林市
107.124.0	107.127.*	广西桂林市
107.128.0	107.*.*	广东省广州市
108.0.0	108.69.*	北京市
108.70.0	108.70.*	北京市东城区
108.71.0	108.110.*	北京市
108.111.0	108.111.*	北京市海淀区
108.112.0	108.112.*	北京市
108.113.0	108.113.*	北京市朝阳区
108.114.0	108.120.1	北京市
108.120.2	108.120.2	北京市昌平区
108.120.3	109.*.*	北京市
110.0.0	110.0.*	安徽省铜陵市
110.1.0	110.*.*	中国
111.0.0	111.12.*	江西省南昌市
111.13.0	111.15.*	江西省萍乡市
111.16.0	111.20.*	湖北省武汉市
111.21.0	111.27.*	江西省萍乡市
111.28.0	111.32.130	江西省宜春市
111.32.131	111.32.165	云南省
111.32.166	111.39.*	江西省宜春市
111.40.0	111.47.*	江西省新余市
111.48.0	111.53.*	江西省鹰潭市
111.54.0	111.57.*	江西省景德镇市
111.58.0	111.66.*	江西省吉安市
111.67.0	111.67.*	江西省赣州市
111.68.0	111.69.*	江西省鹰潭市
111.70.0	111.78.*	江西省赣州市
111.79.0	111.80.*	江西省九江市
111.81.0	111.81.*	江西省上饶市
111.82.0	111.89.*	江西省九江市
111.90.0	111.107.*	江西省上饶市
111.108.0	111.108.*	江西省抚州市
111.109.0	111.109.*	江西省上饶市
111.110.0	111.111.*	江西省抚州市
111.112.0	111.115.*	江西省景德镇市
111.116.0	111.117.*	江西省南昌市
111.118.0	111.127.*	江西省鹰潭市
111.128.0	111.132.*	广西贵港市
111.133.0	111.134.*	广西柳州市
111.135.0	111.143.*	广西宜州市
111.144.0	111.144.*	广西
111.145.0	111.159.*	广西桂林市
111.160.0	111.179.*	广西贵港市
111.180.0	111.183.*	广西百色市
111.184.0	111.187.*	广西
111.188.0	111.188.*	广西桂林市
111.189.0	111.*.*	中国
112.0.0	127.*.*	台湾省
128.0.0	143.*.*	日本
144.0.0	145.*.*	印度
146.0.0	147.*.*	日本
148.0.0	149.*.*	香港
150.0.0	150.*.*	韩国
151.0.0	151.127.*	北京市
151.128.0	151.191.*	日本
151.192.0	151.*.*	韩国
152.0.0	152.127.*	孟加拉国
152.128.0	152.191.*	韩国
152.192.0	152.*.*	香港
153.0.0	153.*.*	日本
154.0.0	154.*.*	澳大利亚
155.0.0	155.3.*	广西贵港市
155.4.0	155.4.*	广西柳州市
155.5.0	155.5.*	广西南宁市
155.6.0	155.8.*	广西河池市
155.9.0	155.11.*	广西柳州市
155.12.0	155.13.*	广西河池市
155.14.0	155.15.*	广西贵港市
155.16.0	155.31.*	广西南宁市
155.32.0	155.34.*	广西柳州市
155.35.0	155.35.*	广西百色市
155.36.0	155.40.*	广西柳州市
155.41.0	155.45.*	广西南宁市
155.46.0	155.46.*	广西贵港市
155.47.0	155.95.*	广西南宁市
155.96.0	155.101.*	广西桂林市
155.102.0	155.102.*	广西北海市
155.103.0	155.127.*	广西桂林市
155.128.0	155.184.*	广西柳州市
155.185.0	155.185.*	云南省昆明市
155.186.0	155.186.*	云南省
155.187.0	155.187.*	广西柳州市
155.188.0	155.189.*	广西
155.190.0	155.190.*	广西南宁市
155.191.0	155.191.*	云南省
155.192.0	155.212.*	湖南省长沙市
155.213.0	155.213.*	湖南省常德市
155.214.0	155.*.*	湖南省长沙市
156.0.0	159.*.*	日本
160.0.0	165.*.*	印度
166.0.0	166.*.*	日本
167.0.0	167.*.*	澳大利亚
168.0.0	171.*.*	日本
172.0.0	172.70.219	湖北省武汉市
172.70.220	172.70.220	湖北省武汉市武昌区
172.70.221	172.112.126	湖北省武汉市
172.112.127	172.112.127	湖北省武汉市武昌区
172.112.128	172.149.137	湖北省武汉市
172.149.138	172.149.138	湖北省武汉市武昌区
172.149.139	172.165.212	湖北省武汉市
172.165.213	172.165.213	湖北省武汉市汉阳区
172.165.214	172.174.*	湖北省武汉市
172.175.0	172.175.*	湖北省武汉市江汉区
172.176.0	174.13.71	湖北省武汉市
174.13.72	174.13.72	湖北省武汉市青山区
174.13.73	174.14.161	湖北省武汉市
174.14.162	174.14.162	湖北省武汉市青山区
174.14.163	174.14.232	湖北省武汉市
174.14.233	174.14.233	湖北省武汉市青山区
174.14.234	174.16.48	湖北省武汉市
174.16.49	174.16.49	湖北省武汉市青山区
174.16.50	174.16.133	湖北省武汉市
174.16.134	174.16.134	湖北省武汉市青山区
174.16.135	175.*.*	湖北省武汉市
176.0.0	185.*.*	印度
186.0.0	187.*.*	韩国
188.0.0	188.*.*	香港
189.0.0	189.*.*	新加坡
190.0.0	190.*.*	日本
191.0.0	191.1.*	四川省乐山市
191.2.0	191.3.*	四川省达州市
191.4.0	191.6.*	四川省眉山市
191.7.0	191.8.*	四川省乐山市
191.9.0	191.9.*	四川省广安市
191.10.0	191.10.*	四川省乐山市
191.11.0	191.11.*	四川省自贡市
191.12.0	191.14.*	四川省乐山市
191.15.0	191.15.*	四川省达州市
191.16.0	191.18.*	四川省乐山市
191.19.0	191.21.*	四川省南充市
191.22.0	191.23.*	四川省
191.24.0	191.25.*	四川省遂宁市
191.26.0	191.26.*	四川省
191.27.0	191.28.*	四川省巴中市
191.29.0	191.30.*	四川省雅安市
191.31.0	191.39.*	四川省德阳市
191.40.0	191.43.*	四川省成都市
191.44.0	191.44.*	四川省绵阳市
191.45.0	191.45.*	四川省
191.46.0	191.46.*	四川省常德市
191.47.0	191.48.*	四川省
191.49.0	191.50.*	四川省成都市
191.51.0	191.51.*	四川省泸州市
191.52.0	191.52.*	四川省乐山市
191.53.0	191.53.*	四川省德阳市
191.54.0	191.54.*	四川省
191.55.0	191.55.*	四川省宜宾市
191.56.0	191.57.*	四川省
191.58.0	191.58.*	四川省达州市
191.59.0	191.60.*	四川省绵阳市
191.61.0	191.61.*	四川省成都市
191.62.0	191.63.*	四川省
191.64.0	191.64.*	云南省昆明市
191.65.0	191.65.*	广西南宁市
191.66.0	191.66.*	广西玉林市
191.67.0	191.67.*	四川省成都市
191.68.0	191.69.*	广西玉林市
191.70.0	191.71.*	湖南省娄底市
191.72.0	191.81.*	云南省昆明市
191.82.0	191.88.*	广东省广州市
191.89.0	191.89.*	广东省广州市海珠区
191.90.0	191.95.*	广东省广州市
191.96.0	191.100.39	广西百色市
191.100.40	191.100.40	广西
